DisputeStage,DisputeStatus,DisputeId,DueDate,DisputeTime,CardScheme,CardType,ReasonCode,ReasonCategory,ReasonMsg,ChargebackTxnAmount,MerchantUserId,TransactionChannel,TransactionTime,ChargebackAmount,ChargebackTxnCurrency,RefundPayType,WinRate,ARN,CardNumberMasked,CardBIN,CardFundingType,IssuerName,IssuerCountry,NetworkReasonCode,ChargebackReceivedDate,ChargebackCaseRef,RepresentmentDeadline,IsSecondPresentment,ProcessorName,AcquirerName,AcquirerMID,PaymentTransactionId,PspReferenceId,AuthorizationCode,PaymentMethod,TransactionAmount,TransactionCurrency,TransactionStatus,SettlementDate,AvsResult,CvvResult,ThreeDSStatus,ThreeDSLiabilityShift,DeviceIp,DeviceType,RefundIssued,RefundAmount,RefundDate,OrderId,OrderDate,ProductName,ProductCategory,Sku,Quantity,UnitPrice,OrderTotalAmount,OrderCurrency,OrderStatus,DeliveryStatus,ShippingCarrier,TrackingNumber,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ProofOfDelivery,DeliverySignedBy,DeliveryAddressLine1,DeliveryCity,DeliveryState,DeliveryPostalCode,DeliveryCountry,BillingShippingMatch,UserId,UserFullName,UserEmail,UserPhone,AccountCreatedDate,KycVerified,AccountStatus,TotalOrdersLifetime,TotalSpendLifetime,AvgOrderValue,LastOrderId,LastOrderDate,PreviousChargebackCount,PreviousChargebacksWon,DisputeRatePct,CustomerRiskTier
PRE_ARB,NEED_RESPONSE,dsp_hy6z609jblxw7mbn,2027-01-10 00:00:00,2026-12-11 11:12:04,Mastercard,Prepaid,4831,Processing Error,Transaction Amount Differs,79.84,7665434528917652573,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-11-25T11:37:56Z,50.78,USD,<UNSET>,0.0064,454754245054106390991,581985XXXXXX2566,581985,Prepaid,Capital One,US,4831,2026-12-11,CBK-2026-200184,2027-01-10 00:00:00,No,Checkout.com,Checkout Ltd,MID682754681,TXN-20261125-06821599,ADY963697940670,007451,Card - Wallet Token,79.84,USD,Settled,2026-11-28,Z - Zip Only,P - Not Processed,A - Attempted,No,208.182.56.178,Android App,Yes,79.84,2026-12-19,ORD-202611-100784,2026-11-25 10:29:12,Leather Sneakers,Footwear,FTW-6643-GRN,2,39.92,79.84,USD,Completed,Delivered,DHL Express,FX0900062809,2026-11-27,2026-11-29,2026-12-01,Yes - Photo,N/A,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652573,Olivia Chen,olivia.chen@mail.com,234470725991,2025-10-05,Yes,Active,2,397.88,198.94,ORD-202607-796741,2026-07-02,2,1,100,High
PRE_ARB,NEED_RESPONSE,4001928391,2027-01-11 00:00:00,2026-12-12 16:33:51,VISA,Credit,10.3,Fraud,Other Fraud - Card Present Environment,711.51,7665434528917652574,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-08-24T06:12:15Z,711.51,IDR,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.0088,47311599380708178428020,415327XXXXXX5010,415327,Credit,DBS Bank,US,10.3,2026-12-12,CBK-2026-200185,2027-01-11 00:00:00,Yes,Stripe,Wells Fargo Bank N.A.,MID684979248,TXN-20260824-12559794,CKO126733039788,209348,Card - Ecom,711.51,IDR,Captured,2026-08-25,Y - Full Match,M - Match,Y - Authenticated,Yes,106.59.22.59,iOS App,Yes,711.51,2026-12-14,ORD-202608-100785,2026-08-24 05:43:37,Adjustable Dumbbell Set,Sports,SPT-1321-RED,3,237.17,711.51,IDR,Completed,Delivered,Aramex,FX8799046139,2026-08-26,2026-09-01,2026-08-31,Yes - OTP Confirmed,N/A,"7 Aminu Kano Crescent, Wuse II",Abuja,FCT,900288,NG,Yes,7665434528917652574,Kavya Okafor,kavya.okafor@yahoo.com,234945186635,2025-04-06,No,Active,26,1153.73,44.37,ORD-202607-580967,2026-07-18,0,0,0,Low
RFI,NEED_RESPONSE,k7au9tra428d5aoi,2027-01-12 00:00:00,2026-12-13 07:58:19,Mastercard,Credit,4860,Consumer Dispute,Credit Not Processed,170.43,7665434528917652575,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-09-14T22:48:45Z,170.43,USD,"OriginalRefund, RefundToCredit",0.0057,19741984464103390385128,513227XXXXXX8860,513227,Credit,HSBC,US,4860,2026-12-13,CBK-2026-200186,2027-01-12 00:00:00,No,Nuvei,Nuvei Corporation,MID108857367,TXN-20260914-11154928,CKO750758259278,247561,Card - Ecom,170.43,USD,Captured,2026-09-16,N - No Match,P - Not Processed,Y - Authenticated,Yes,31.77.147.2,Mobile Web,Yes,170.43,2026-12-20,ORD-202609-100786,2026-09-14 21:56:19,Adjustable Dumbbell Set,Sports,SPT-1356-GRN,3,56.81,170.43,USD,Completed,Delivered,UPS,FX6075606096,2026-09-15,2026-09-18,2026-09-19,Yes - OTP Confirmed,N/A,Jl. Gatot Subroto Kav 21,Jakarta,DKI Jakarta,12930,ID,Yes,7665434528917652575,Rahul Eze,rahul.eze@mail.com,62545452297,2023-11-20,Yes,Under Review,37,6492.19,175.46,ORD-202608-573207,2026-08-09,1,1,2.7,Medium
CB,NEED_RESPONSE,382061573978,2027-01-13 00:00:00,2026-12-14 22:05:46,Mastercard,Prepaid,4841,Consumer Dispute,Canceled Recurring or Digital Goods Transactions,50.41,7665434528917652576,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-10-26T20:23:24Z,50.41,NGN,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.0103,96368220405848895903515,555323XXXXXX3742,555323,Prepaid,Capital One,NG,4841,2026-12-14,CBK-2026-200187,2027-01-13 00:00:00,Yes,Cybersource,Chase Paymentech,MID182790188,TXN-20261026-61003116,ADY982849760299,883232,Card - Wallet Token,50.41,NGN,Settled,2026-10-28,Y - Full Match,N - No Match,N - Not Authenticated,No,194.222.158.150,Mobile Web,Yes,50.41,2026-12-20,ORD-202610-100787,2026-10-26 19:07:16,Smart Fitness Band,Electronics,ELC-4415-WHT,1,50.41,50.41,NGN,Completed,Delivered,FedEx,DH1624891680,2026-10-26,2026-10-27,2026-10-27,Yes - Signature,Tunde Nakamura,"7 Aminu Kano Crescent, Wuse II",Abuja,FCT,900288,NG,Yes,7665434528917652576,Meera Okafor,meera.okafor@mail.com,234855723672,2025-06-30,No,Under Review,41,6487.14,158.22,ORD-202609-510095,2026-09-25,1,1,2.44,Medium
CB,NEED_RESPONSE,382061573979,2027-01-14 00:00:00,2026-12-15 09:41:37,Amex,Credit,C04,Consumer Dispute,Goods/Services Returned or Refused,82.88,7665434528917652577,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-11-12T14:18:18Z,65.71,NGN,OriginalRefund,0.0004,140123449684557484735,347810XXXXX2347,347810,Credit,Bank Central Asia,US,C04,2026-12-15,CBK-2026-200188,2027-01-14 00:00:00,No,Cybersource,Chase Paymentech,MID329035680,TXN-20261112-84991241,CKO180691052386,824329,Card - Recurring,82.88,NGN,Settled,2026-11-15,Z - Zip Only,P - Not Processed,A - Attempted,No,148.36.55.187,Mobile Web,Yes,82.88,2026-12-23,ORD-202611-100788,2026-11-12 13:01:27,Annual Streaming Subscription,Digital Goods,DIG-2778-BLK,1,82.88,82.88,NGN,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-11-12,2026-11-12,2026-11-12,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652577,Ananya Garcia,ananya.garcia@gmail.com,62313734633,2026-07-03,Yes,Suspended,57,13422.87,235.49,ORD-202610-684510,2026-10-06,1,1,1.75,Medium
CB,NEED_RESPONSE,382061573980,2027-01-15 00:00:00,2026-12-16 20:46:22,Mastercard,Credit,4837,Fraud,No Cardholder Authorization,81.46,7665434528917652578,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-08-30T11:45:55Z,29.05,USD,<UNSET>,0.0022,273145474546547788921,557194XXXXXX6285,557194,Credit,Capital One,SG,4837,2026-12-16,CBK-2026-200189,2027-01-15 00:00:00,No,Cybersource,Chase Paymentech,MID963719280,TXN-20260830-45441532,BRT704188486034,904321,Card - Wallet Token,81.46,USD,Captured,2026-09-01,Z - Zip Only,M - Match,A - Attempted,No,143.193.30.146,iOS App,Yes,81.46,2026-12-21,ORD-202608-100789,2026-08-30 10:24:09,Annual Streaming Subscription,Digital Goods,DIG-8003-BLK,1,81.46,81.46,USD,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-08-30,2026-08-30,2026-08-30,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),NG,N/A,7665434528917652578,Daniel Kumar,daniel.kumar@outlook.com,234907287034,2024-07-04,Yes,Active,13,2538.77,195.29,ORD-202602-688981,2026-02-16,0,0,0,Low
CB,NEED_RESPONSE,dsp_2eqq679dlzyw8290,2027-01-16 00:00:00,2026-12-17 20:46:25,Mastercard,Credit,4855,Consumer Dispute,Goods or Services Not Provided,243.83,7665434528917652579,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-10-12T20:34:05Z,164.37,NGN,RefundToCredit,0.0065,07849395549048891187327,576446XXXXXX4798,576446,Credit,Access Bank,ID,4855,2026-12-17,CBK-2026-200190,2027-01-16 00:00:00,No,Checkout.com,Checkout Ltd,MID430985369,TXN-20261012-31721410,CKO206693633721,198276,Card - Wallet Token,243.83,NGN,Settled,2026-10-13,Z - Zip Only,N - No Match,N - Not Authenticated,No,228.51.212.187,iOS App,Yes,243.83,2026-12-23,ORD-202610-100790,2026-10-12 20:02:19,Wireless Noise-Cancelling Headphones,Electronics,ELC-4433-NVY,1,243.83,243.83,NGN,Completed,Delivered,Blue Dart,DH2128687621,2026-10-13,2026-10-15,2026-10-16,Yes - Photo,N/A,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652579,Priya Patel,priya.patel@yahoo.com,234503514174,2024-12-21,Yes,Active,59,11609.14,196.77,ORD-202610-588438,2026-10-04,0,0,0,Low
PRE_ARB,NEED_RESPONSE,382061573981,2027-01-17 00:00:00,2026-12-18 20:46:28,Discover,Credit,NA,Authorization,No Authorization,336.16,7665434528917652580,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-12-03T20:36:20Z,336.16,USD,RefundToCredit,0.0107,44084217390307594007478,601121XXXXXX6437,601121,Credit,Chase Bank,NG,NA,2026-12-18,CBK-2026-200191,2027-01-17 00:00:00,No,Cybersource,Chase Paymentech,MID635671159,TXN-20261203-54080525,STR478289123065,722033,Card - Ecom,336.16,USD,Settled,2026-12-06,Z - Zip Only,M - Match,Y - Authenticated,Yes,246.3.12.30,iOS App,Yes,336.16,2026-12-19,ORD-202612-100791,2026-12-03 19:12:14,Standing Desk Converter,Furniture,FUR-8108-GRY,2,168.08,336.16,USD,Completed,Delivered,Aramex,FX2691952314,2026-12-04,2026-12-10,2026-12-10,Yes - OTP Confirmed,N/A,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652580,Wei Ibrahim,wei.ibrahim@yahoo.com,1587035280,2023-03-18,No,Suspended,43,2404.82,55.93,ORD-202610-739363,2026-10-07,3,1,6.98,High
CLAIM,NEED_RESPONSE,881620934832,2027-01-18 00:00:00,2026-12-19 11:12:04,Mastercard,Debit,4841,Consumer Dispute,Canceled Recurring or Digital Goods Transactions,102.42,7665434528917652581,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-09-02T09:16:28Z,102.42,NGN,RefundToCredit,0.0082,90129307931450512336195,588852XXXXXX6255,588852,Debit,Guaranty Trust Bank,US,4841,2026-12-19,CBK-2026-200192,2027-01-18 00:00:00,No,Adyen,Adyen N.V.,MID309842277,TXN-20260902-38041960,STR434800465550,678488,Card - Ecom,102.42,NGN,Captured,2026-09-03,Z - Zip Only,M - Match,N - Not Authenticated,No,245.157.95.83,Android App,Yes,102.42,2026-12-22,ORD-202609-100792,2026-09-02 08:30:29,Robot Vacuum Cleaner,Home & Kitchen,HNK-4217-BLK,1,102.42,102.42,NGN,Completed,Delivered,FedEx,DH7444164253,2026-09-04,2026-09-06,2026-09-08,Yes - Signature,Adaeze Nakamura,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652581,James Patel,james.patel@gmail.com,234007977213,2025-03-02,Yes,Active,11,883.06,80.28,ORD-202606-624998,2026-06-24,3,3,27.27,High
CB,NEED_RESPONSE,382061573982,2027-01-19 00:00:00,2026-12-20 16:33:51,Mastercard,Credit,4855,Consumer Dispute,Goods or Services Not Provided,327.45,7665434528917652582,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-09-23T08:10:56Z,327.45,NGN,"OriginalRefund, RefundToCredit",0.0018,315979683766876322884,500560XXXXXX5906,500560,Credit,Guaranty Trust Bank,SG,4855,2026-12-20,CBK-2026-200193,2027-01-19 00:00:00,No,Cybersource,Chase Paymentech,MID049701968,TXN-20260923-32735773,CKO729678884075,875106,Card - Recurring,327.45,NGN,Captured,2026-09-25,N - No Match,M - Match,Y - Authenticated,Yes,179.117.216.147,iOS App,No,0,,ORD-202609-100793,2026-09-23 07:36:14,Leather Sneakers,Footwear,FTW-7175-RED,3,109.15,327.45,NGN,Completed,Delivered,J&T Express,FX8539974540,2026-09-25,2026-09-28,2026-09-27,Yes - Signature,Tunde Williams,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652582,Michael Sharma,michael.sharma@yahoo.com,1971016758,2024-11-26,Yes,Active,57,12679.8,222.45,ORD-202604-510814,2026-04-29,1,0,1.75,Medium
CB,NEED_RESPONSE,610934827545,2027-01-20 00:00:00,2026-12-21 07:58:19,Mastercard,Prepaid,4837,Fraud,No Cardholder Authorization,36.14,7665434528917652583,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-11-29T07:17:50Z,36.14,USD,OriginalRefund,0.0022,444559591961362604456,538637XXXXXX3058,538637,Prepaid,Access Bank,NG,4837,2026-12-21,CBK-2026-200194,2027-01-20 00:00:00,Yes,PayU,PayU Payments Pvt Ltd,MID958093365,TXN-20261129-73623160,WLP339939084770,558509,Card - Ecom,36.14,USD,Settled,2026-12-02,Z - Zip Only,P - Not Processed,Y - Authenticated,Yes,253.84.169.7,Android App,Yes,36.14,2026-12-22,ORD-202611-100794,2026-11-29 06:43:10,Mobile Game Coin Pack,Digital Goods,DIG-5167-BLK,1,36.14,36.14,USD,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-11-29,2026-11-29,2026-11-29,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),US,N/A,7665434528917652583,Amara Wijaya,amara.wijaya@yahoo.com,1395826623,2026-02-04,Yes,Suspended,8,1097.06,137.13,ORD-202605-560669,2026-05-02,0,0,0,Low
CB,NEED_RESPONSE,21a5eutj0kryi3mo,2027-01-21 00:00:00,2026-12-22 22:05:46,Amex,Debit,P03,Processing Error,Credit Processed as Charge,479.13,7665434528917652584,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-10-16T12:26:50Z,479.13,USD,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.0055,39792395468654055535279,345184XXXXX2800,345184,Debit,Access Bank,NG,P03,2026-12-22,CBK-2026-200195,2027-01-21 00:00:00,No,Nuvei,Nuvei Corporation,MID555507299,TXN-20261016-00402427,CKO315939288052,231043,Card - Ecom,479.13,USD,Captured,2026-10-19,N - No Match,M - Match,Y - Authenticated,Yes,29.241.172.63,iOS App,Yes,479.13,2026-12-28,ORD-202610-100795,2026-10-16 12:04:06,Smart Fitness Band,Electronics,ELC-8037-GRN,3,159.71,479.13,USD,Under Investigation,In Transit,UPS,DH0992329215,2026-10-18,2026-10-21,,No,N/A,"34 Orchard Road, #08-12",Singapore,Central,238867,SG,Yes,7665434528917652584,Ananya Eze,ananya.eze@gmail.com,65379150512,2025-01-13,No,Under Review,51,3432.04,67.29,ORD-202608-723829,2026-08-05,0,0,0,Low
CB,NEED_RESPONSE,dsp_94ktk3mjv8l7g1hi,2027-01-22 00:00:00,2026-12-23 09:41:37,Mastercard,Debit,4841,Consumer Dispute,Canceled Recurring or Digital Goods Transactions,80.25,7665434528917652585,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-10-28T06:25:36Z,80.25,USD,"OriginalRefund, RefundToCredit",0.0086,65092985916931301919133,501036XXXXXX8139,501036,Debit,Bank Mandiri,US,4841,2026-12-23,CBK-2026-200196,2027-01-22 00:00:00,No,Checkout.com,Checkout Ltd,MID483821868,TXN-20261028-71736218,CKO352558708840,814745,Card - Wallet Token,80.25,USD,Settled,2026-10-30,Z - Zip Only,M - Match,Y - Authenticated,Yes,140.179.242.135,iOS App,Yes,80.25,2026-12-29,ORD-202610-100796,2026-10-28 06:07:23,Air Fryer 5L,Home & Kitchen,HNK-2822-BLK,1,80.25,80.25,USD,Completed,Delivered,Blue Dart,BD2167212498,2026-10-28,2026-10-30,2026-11-01,Yes - Signature,Rahul Eze,"Jl. Sudirman No. 45, Apt 12B",Jakarta Selatan,DKI Jakarta,12190,ID,No,7665434528917652585,Budi Brown,budi.brown@mail.com,62200862762,2026-05-06,Yes,Suspended,11,2060.39,187.31,ORD-202607-668590,2026-07-12,3,3,27.27,High
CLAIM,NEED_RESPONSE,dsp_s0n0hn5b3qhnupgq,2027-01-23 00:00:00,2026-12-24 20:46:22,Mastercard,Prepaid,4860,Consumer Dispute,Credit Not Processed,164.46,7665434528917652586,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-10-23T17:17:38Z,164.46,IDR,RefundToCredit,0.0052,0202388497498239579918,526422XXXXXX7371,526422,Prepaid,Bank Central Asia,US,4860,2026-12-24,CBK-2026-200197,2027-01-23 00:00:00,No,Checkout.com,Checkout Ltd,MID045062952,TXN-20261023-57652809,ADY958885725812,565814,Card - Recurring,164.46,IDR,Captured,2026-10-25,A - Address Only,M - Match,A - Attempted,No,91.103.72.159,Android App,Yes,164.46,2026-12-29,ORD-202610-100797,2026-10-23 16:43:17,Annual Streaming Subscription,Digital Goods,DIG-5381-GRN,2,82.23,164.46,IDR,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-10-23,2026-10-23,2026-10-23,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),US,N/A,7665434528917652586,Rahul Putri,rahul.putri@gmail.com,1173557706,2023-09-06,Yes,Under Review,58,17373.38,299.54,ORD-202609-777251,2026-09-02,1,0,1.72,Medium
CB,NEED_RESPONSE,3hdoqa03k4kjf9by,2027-01-24 00:00:00,2026-12-25 20:46:25,Amex,Credit,F29,Fraud,Card Not Present,13.74,7665434528917652587,Ahjkoiywebkbmxiykjsdfskjdhfsj,2026-09-14T09:01:12Z,9.26,USD,OriginalRefund,0.0017,03820102840185582895535,344105XXXXX2574,344105,Credit,Guaranty Trust Bank,ID,F29,2026-12-25,CBK-2026-200198,2027-01-24 00:00:00,No,Worldpay,Worldpay Inc.,MID863355061,TXN-20260914-06456026,WLP270405766710,582630,Card - Wallet Token,13.74,USD,Captured,2026-09-17,N - No Match,P - Not Processed,Y - Authenticated,Yes,199.180.226.175,iOS App,Yes,13.74,2026-12-30,ORD-202609-100798,2026-09-14 08:24:52,Vitamin C Serum,Beauty,BTY-7065-RED,1,13.74,13.74,USD,Completed,Delivered,FedEx,UP6762423502,2026-09-14,2026-09-21,2026-09-21,Yes - Signature,Arjun Johnson,Jl. Gatot Subroto Kav 21,Jakarta,DKI Jakarta,12930,ID,Yes,7665434528917652587,Nadia Johnson,nadia.johnson@outlook.com,62144715236,2024-02-24,No,Active,1,84.26,84.26,ORD-202608-514626,2026-08-05,1,1,100,Medium
PRE_ARB,NEED_RESPONSE,v1ln7ymkj5znkyr5,2027-01-25 00:00:00,2026-12-26 20:46:28,Amex,Credit,P03,Processing Error,Credit Processed as Charge,242.24,7665434528917652588,Ahjsgfskjaksldwuleurhjhjdhfsj,2026-10-20T05:46:58Z,96.92,NGN,"OriginalRefund, RefundToCredit",0.0067,89373415744428924872852,345965XXXXX0822,345965,Credit,Barclays,GB,P03,2026-12-26,CBK-2026-200199,2027-01-25 00:00:00,Yes,Braintree,PayPal Braintree,MID117656541,TXN-20261020-41889216,STR342324963642,096801,Card - Wallet Token,242.24,NGN,Settled,2026-10-21,A - Address Only,P - Not Processed,A - Attempted,No,240.33.139.81,Desktop Web,Yes,242.24,2026-12-27,ORD-202610-100799,2026-10-20 04:58:47,Premium Software Licence (1 yr),Digital Goods,DIG-9073-NVY,1,242.24,242.24,NGN,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-10-20,2026-10-20,2026-10-20,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652588,Chinedu Patel,chinedu.patel@gmail.com,62682304244,2023-04-05,Yes,Active,59,14973.1,253.78,ORD-202609-740534,2026-09-08,0,0,0,Low
